"A"	"500"	17700.000	07/31/2022	152.300	137.570	162.620	0.300	90.700	1541.000	294.175	255.000	-199.000	152.930	122.490	-275.000	13.600	"SANTA CLARA"	"CA"	"United States"	298.000	299.000	301.000	301.000	303.000	304.000	306.000	309.000	18.880
"AA"	"MidCap 400"	12200.000	09/30/2022	46.430	65.820	98.090	0.200	82.600	5005.000	175.355	462.000	82.000	-300.000	296.490	-230.000	-19.400	"PITTSBURGH"	"PA"	"United States"	179.000	182.000	184.000	183.000	187.000	187.000	186.000	186.000	-16.340
"AAC"	"None"	-9999999999.990	09/30/2022	10.000	9.860	10.020	0.000	92.100	13.000	100.000	0.000	-0.800	-9999999999.990	-9999999999.990	0.000	-9999999999.990	"NEW YORK"	"NY"	"United States"	125.000	125.000	125.000	125.000	125.000	125.000	125.000	-9999999999.990	1.010
"AACI"	"None"	-9999999999.990	06/30/2022	9.984	9.920	10.100	0.000	68.900	28.000	15.163	0.000	0.400	-9999999999.990	-9999999999.990	0.000	-9999999999.990	"PHILADELPHIA"	"PA"	"United States"	20.710	20.710	20.710	23.522	21.835	20.710	-9999999999.990	-9999999999.990	0.840
"AADI"	"None"	76.000	09/30/2022	13.290	18.800	26.600	0.300	63.000	71.000	20.636	-9999999999.990	-26.500	278.150	229.970	-48.600	-114.900	"PACIFIC PALISADES"	"CA"	"United States"	21.269	20.971	20.915	21.022	9.510	7.201	3.152	3.145	0.530
"AAIC"	"None"	11.000	09/30/2022	3.060	3.200	3.740	4.400	39.500	87.000	26.998	0.000	-8.300	300.000	300.000	125.300	55.600	"MCLEAN"	"VA"	"United States"	28.338	28.766	29.832	31.088	31.927	33.066	33.181	33.402	-5.560
"AAL"	"500"	123400.000	09/30/2022	13.830	16.540	21.420	0.600	55.700	24146.000	642.226	2667.000	172.000	300.000	277.120	-1687.000	-33.900	"FORT WORTH"	"TX"	"United States"	650.586	650.366	649.503	648.764	648.564	644.123	634.609	571.983	2.370
"AAN"	"SmallCap 600"	9170.000	09/30/2022	11.600	16.800	25.960	-9999999999.990	94.300	378.000	29.809	108.900	22.900	-294.800	-121.100	-355.400	21.700	"ATLANTA"	"GA"	"United States"	30.875	30.827	31.062	31.429	32.485	33.812	34.262	34.173	-10.630
"AAOI"	"None"	2534.000	09/30/2022	2.110	3.810	6.140	8.400	33.700	139.000	27.141	4.900	-14.300	140.990	132.640	-5.800	-74.000	"SUGAR LAND"	"TX"	"United States"	27.839	27.612	27.463	27.274	27.097	26.850	26.438	23.639	-13.530
"AAON"	"SmallCap 600"	2881.000	09/30/2022	75.480	65.650	83.790	0.400	71.900	166.000	42.267	54.300	-91.200	263.640	154.680	-179.900	7.800	"TULSA"	"OK"	"United States"	53.185	53.095	52.613	52.440	52.421	52.433	52.294	52.151	28.630
"AAP"	"500"	41000.000	10/08/2022	150.620	195.070	244.550	0.200	-9999999999.990	1871.000	58.782	432.300	-413.400	-30.090	94.560	-430.300	11.500	"RALEIGH"	"NC"	"United States"	60.053	60.452	61.261	62.447	62.854	64.745	65.688	67.701	-11.680
"AAPL"	"500"	164000.000	09/24/2022	144.220	155.990	182.940	0.000	60.100	65560.000	15896.630	10708.000	-10952.000	189.000	4.390	-22354.000	23.200	"CUPERTINO"	"CA"	"United States"	16030.380	16162.950	16278.800	16391.720	16487.120	16629.370	16753.480	16935.120	-10.630
"AAQC"	"None"	-9999999999.990	09/30/2022	10.030	9.860	10.045	0.000	89.800	380.000	40.000	0.000	-0.600	-9999999999.990	-9999999999.990	0.500	-9999999999.990	"SHORT HILLS"	"NJ"	"United States"	50.000	50.000	50.000	50.000	50.000	50.000	50.000	-9999999999.990	2.140
"AAT"	"SmallCap 600"	212.000	09/30/2022	28.020	31.600	39.200	0.500	94.900	278.000	59.852	93.000	-110.200	-9999999999.990	-9999999999.990	-188.600	6.300	"SAN DIEGO"	"CA"	"United States"	60.044	60.040	60.039	60.002	59.990	59.986	59.984	59.952	-1.510
"AATC"	"None"	36.000	06/30/2022	4.850	5.800	7.650	11.300	23.900	35.000	3.116	2.100	-3.800	-9999999999.990	-9999999999.990	-5.500	20.000	"MINNEAPOLIS"	"MN"	"United States"	5.381	5.362	5.354	5.349	5.341	5.322	5.314	5.306	-7.620
"AAV"	"None"	52.000	09/30/2022	8.580	7.080	9.550	-9999999999.990	-9999999999.990	18.000	179.501	200.300	25.000	197.790	-88.820	-245.500	303.900	"CALGARY"	"AB"	"Canada"	189.305	190.415	190.829	190.837	190.829	190.501	188.113	188.115	-6.020
"AAWW"	"SmallCap 600"	4056.000	09/30/2022	100.690	80.160	101.620	0.300	-9999999999.990	368.000	28.038	105.400	-308.200	93.810	-48.770	-659.200	35.500	"PURCHASE"	"NY"	"United States"	28.326	28.243	28.854	29.108	29.023	29.011	28.491	27.401	0.990
"AB"	"None"	4118.000	09/30/2022	40.010	42.960	54.601	0.000	11.600	291.000	96.176	0.000	0.000	-109.980	-82.350	-0.200	15.400	"NASHVILLE"	"TN"	"United States"	100.466	98.802	99.202	98.471	99.410	100.159	100.146	101.235	-8.150
"ABB"	"None"	104400.000	09/30/2022	30.920	31.690	39.110	0.000	6.200	1390.000	1781.626	864.000	-1352.000	0.000	-110.550	1229.000	37.000	"ZUERICH"	""	"Switzerland"	1882.000	1909.000	1936.000	1971.000	2001.000	2016.000	2015.000	2057.000	9.140
"ABBV"	"500"	50000.000	09/30/2022	158.430	145.510	175.910	0.000	70.800	5171.000	1766.515	669.000	-350.000	300.000	300.000	-1320.000	41.100	"NORTH CHICAGO"	"IL"	"United States"	1771.000	1770.000	1770.000	1773.000	1770.000	1769.000	1769.000	1769.000	16.740
"ABC"	"500"	39000.000	09/30/2022	167.170	141.140	168.600	0.200	72.400	1421.000	162.295	496.300	523.400	71.540	122.220	-368.400	29.400	"CONSHOHOCKEN"	"PA"	"United States"	207.203	208.885	209.244	208.555	207.911	206.156	204.916	204.683	13.340
"ABCB"	"SmallCap 600"	2865.000	09/30/2022	52.070	46.920	55.620	3.700	91.400	239.000	65.650	14.800	-2421.300	40.820	-15.530	-4006.200	28.400	"ATLANTA"	"GA"	"United States"	69.125	69.136	69.346	69.393	69.440	69.497	69.392	69.295	10.620
"ABCL"	"None"	386.000	09/30/2022	13.560	10.660	15.900	19.700	46.900	1642.000	203.832	67.800	-117.600	261.040	40.930	-336.700	549.200	"VANCOUVER"	"BC"	"Canada"	285.323	284.687	283.895	282.127	278.934	272.196	269.697	269.498	27.560
"ABCM"	"None"	1750.000	06/30/2022	16.870	18.270	24.000	-9999999999.990	14.400	324.000	208.674	23.000	-133.400	-9999999999.990	-9999999999.990	-340.800	-29.200	"CAMBRIDGE"	""	"United Kingdom"	228.600	227.100	226.300	224.600	209.900	205.300	205.100	204.700	12.540
"ABEO"	"None"	90.000	09/30/2022	3.860	11.720	20.735	3.200	7.100	299.000	16.250	3.400	-33.700	199.000	282.340	9.300	-14.800	"NEW YORK"	"NY"	"United States"	6.421	5.807	5.795	4.200	3.920	3.860	3.769	3.642	-5.390
"ABEV"	"None"	-9999999999.990	09/30/2022	2.930	2.870	3.315	-9999999999.990	18.100	24156.000	4411.531	1387.800	-87.000	-14.290	4.030	-1217.900	1.400	"SAO PAULO"	""	"Brazil"	15741.600	15740.360	15740.840	15737.970	15737.000	15737.000	15735.600	15734.480	-3.620
"ABG"	"SmallCap 600"	14200.000	09/30/2022	180.440	171.400	203.920	0.100	-9999999999.990	130.000	21.974	10.200	-189.300	23.910	115.380	-3435.400	37.000	"DULUTH"	"GA"	"United States"	22.100	22.100	22.800	21.700	19.300	19.300	19.300	19.200	-2.080
"ABGI"	"None"	-9999999999.990	09/30/2022	10.010	9.860	10.020	-9999999999.990	91.100	139.000	15.065	0.000	-0.500	-9999999999.990	-9999999999.990	0.000	-9999999999.990	"NEW YORK"	"NY"	"United States"	19.333	19.323	19.333	10.710	19.333	19.333	18.792	-9999999999.990	1.370
"ABIO"	"None"	17.000	09/30/2022	2.050	2.160	2.600	17.900	38.600	22.000	14.303	0.000	-14.400	-9999999999.990	-9999999999.990	0.000	-9999999999.990	"BROOMFIELD"	"CO"	"United States"	14.410	14.410	14.410	14.416	14.410	14.410	12.357	9.377	-12.390
"ABM"	"SmallCap 600"	124000.000	07/31/2022	45.310	45.840	54.000	1.100	97.500	261.000	65.407	14.000	-441.600	300.000	285.270	-812.100	14.200	"NEW YORK"	"NY"	"United States"	66.800	67.200	67.900	67.700	67.500	67.300	67.200	66.900	-2.790
"ABMD"	"500"	2003.000	09/30/2022	377.230	300.920	381.990	1.100	97.100	1490.000	44.178	33.800	-59.500	-38.310	180.860	-162.900	-14.500	"DANVERS"	"MA"	"United States"	45.372	45.575	45.523	45.508	45.437	45.311	45.245	45.201	46.790
"ABNB"	"None"	6132.000	09/30/2022	95.300	139.220	191.730	3.200	64.300	4790.000	383.221	21.100	2386.200	-247.280	300.000	-214.200	40.600	"SAN FRANCISCO"	"CA"	"United States"	638.696	638.407	635.314	629.631	621.012	611.739	600.960	608.397	-16.070
"ABOS"	"None"	14.000	09/30/2022	6.320	7.000	10.970	0.000	77.200	134.000	34.554	0.200	21.700	-300.000	241.630	49.600	-9999999999.990	"CHARLOTTESVILLE"	"VA"	"United States"	40.503	40.497	40.473	20.058	38.267	38.652	38.652	-9999999999.990	20.380
"ABR"	"None"	579.000	09/30/2022	14.590	15.020	18.880	0.900	44.200	1869.000	167.694	0.000	361.500	-91.760	-102.000	-5817.000	35.100	"UNIONDALE"	"NY"	"United States"	170.228	163.044	153.420	148.010	142.624	135.262	125.235	119.920	-4.390
"ABSI"	"None"	216.000	09/30/2022	2.295	6.970	11.910	0.700	48.100	351.000	62.839	23.900	-182.400	69.020	131.670	-105.100	-9999999999.990	"VANCOUVER"	"WA"	"United States"	91.105	90.670	90.272	90.210	73.291	90.375	90.375	-9999999999.990	-30.460
"ABST"	"None"	740.000	09/30/2022	9.740	9.690	12.585	-9999999999.990	-9999999999.990	88.000	52.191	3.300	15.700	182.350	166.150	-3.700	-38.500	"VANCOUVER"	"BC"	"Canada"	51.421	51.065	50.728	50.073	49.673	47.641	49.334	48.983	-17.810
"ABT"	"500"	113000.000	09/30/2022	105.390	117.930	142.600	0.400	76.200	4138.000	1730.769	1781.000	292.000	-68.470	93.300	-1779.000	34.200	"ABBOTT PARK"	"IL"	"United States"	1752.968	1753.865	1761.911	1769.390	1774.516	1779.203	1776.842	1775.502	3.490
"ABUS"	"None"	85.000	09/30/2022	2.580	4.180	6.500	-9999999999.990	30.000	1101.000	116.148	0.400	-53.900	131.800	137.020	-95.700	3.800	"WARMINSTER"	"PA"	"United States"	150.995	148.750	148.428	133.447	101.286	96.870	93.434	86.315	13.160
"ABX"	"None"	21300.000	09/30/2022	15.500	19.540	26.070	-9999999999.990	70.500	16346.000	1756.266	3781.700	263.500	-94.250	-139.740	-1763.100	161.500	"TORONTO"	"ON"	"Canada"	1768.000	1777.000	1779.000	1779.000	1779.000	1779.000	1778.000	1778.000	0.980
"ACA"	"SmallCap 600"	6170.000	09/30/2022	58.290	54.610	65.800	0.900	92.000	164.000	47.837	110.200	47.900	-168.900	151.770	-130.500	4.200	"DALLAS"	"TX"	"United States"	48.300	48.300	48.200	48.100	48.200	48.100	48.000	48.000	-4.330
"ACAB"	"None"	-9999999999.990	09/30/2022	10.100	9.990	10.110	0.000	79.000	14.000	30.000	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	"NEW YORK"	"NY"	"United States"	37.500	37.500	30.961	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	1.000
"ACAD"	"None"	510.000	09/30/2022	14.770	20.150	28.055	0.100	94.900	829.000	161.700	-9999999999.990	60.200	-300.000	-77.720	162.500	11.700	"SAN DIEGO"	"CA"	"United States"	161.852	161.654	161.231	163.019	160.663	160.421	160.011	159.275	-10.320
"ACAH"	"None"	-9999999999.990	09/30/2022	9.910	9.830	9.955	-9999999999.990	96.000	35.000	34.500	0.000	1.400	-9999999999.990	-9999999999.990	0.400	-9999999999.990	"NEW YORK"	"NY"	"United States"	43.125	43.125	43.125	43.192	43.125	43.030	38.625	-9999999999.990	0.920
"ACAQ"	"None"	-9999999999.990	09/30/2022	10.230	10.060	10.260	-9999999999.990	91.900	214.000	14.950	0.000	0.300	-9999999999.990	-9999999999.990	0.000	-9999999999.990	"NEW YORK"	"NY"	"United States"	-9999999999.990	32.110	31.050	32.110	28.000	28.000	-9999999999.990	-9999999999.990	1.590
"ACB"	"None"	1338.000	09/30/2022	1.240	3.910	6.840	-9999999999.990	-9999999999.990	10772.000	323.772	33.700	-3.500	-80.000	286.710	-78.900	-62.600	"EDMONTON"	"AB"	"Canada"	300.437	248.972	214.656	198.211	198.074	197.840	159.545	168.003	-23.460
"ACCD"	"None"	2350.000	05/31/2022	7.890	16.180	27.740	0.900	82.700	476.000	68.976	1.100	-68.000	77.870	-300.000	-263.600	-32.600	"SEATTLE"	"WA"	"United States"	69.739	67.239	65.419	64.404	58.261	25.576	51.579	33.029	-25.920
"ACCO"	"None"	6000.000	09/30/2022	5.450	6.640	9.000	1.300	83.700	572.000	91.295	19.100	19.900	179.150	0.000	-18.900	-6.900	"LAKE ZURICH"	"IL"	"United States"	94.500	96.200	96.200	95.800	95.600	95.500	95.100	94.600	-12.660
"ACDC"	"None"	2522.000	09/30/2022	23.010	20.090	27.000	2.000	30.600	461.000	25.927	256.300	50.400	300.000	300.000	-652.600	-9999999999.990	"WILLOW PARK"	"TX"	"United States"	142.373	142.370	142.370	140.142	140.142	-9999999999.990	-9999999999.990	-9999999999.990	6.780
"ACEL"	"None"	900.000	06/30/2022	8.480	10.850	14.040	6.200	67.800	203.000	53.600	34.500	22.200	216.540	300.000	-38.500	344.600	"BURR RIDGE"	"IL"	"United States"	92.328	92.993	94.303	94.004	93.617	93.471	93.056	82.785	-12.490
"ACER"	"None"	35.000	09/30/2022	1.168	2.440	3.770	0.000	26.100	62.000	14.183	0.100	-7.800	-188.650	-111.870	-0.100	-9999999999.990	"NEWTON"	"MA"	"United States"	16.089	15.274	14.310	14.311	14.310	14.310	14.140	12.498	-18.860
"ACET"	"None"	86.000	09/30/2022	16.700	15.650	21.870	0.700	-9999999999.990	629.000	38.348	13.400	85.900	-52.500	75.190	-13.400	-9999999999.990	"BOSTON"	"MA"	"United States"	41.643	40.075	39.823	33.945	31.876	31.824	26.100	19.708	16.780
"ACGL"	"500"	5200.000	09/30/2022	58.020	49.690	59.140	0.900	90.600	1625.000	358.498	45.400	-290.600	86.790	-74.720	-2793.200	29.400	"PEMBROKE"	""	"Bermuda"	365.191	369.241	374.244	379.296	389.274	397.743	400.808	403.005	25.480
"ACHC"	"MidCap 400"	15900.000	09/30/2022	84.180	69.120	88.170	0.600	-9999999999.990	536.000	89.566	297.000	-102.900	1.210	101.790	-441.100	11.900	"FRANKLIN"	"TN"	"United States"	89.833	89.724	89.258	89.024	88.962	88.842	88.242	87.875	0.080
"ACHL"	"None"	242.000	09/30/2022	1.930	3.620	5.650	-9999999999.990	73.500	18.000	38.768	7.500	-102.000	-97.630	70.640	-7.500	-9999999999.990	"LONDON"	""	"United Kingdom"	39.314	39.104	38.892	38.630	38.262	35.683	40.622	40.622	-34.350
"ACHR"	"None"	209.000	09/30/2022	2.280	5.040	7.810	1.300	39.800	1318.000	129.864	4.100	-680.800	180.970	118.930	-491.700	-9999999999.990	"SAN JOSE"	"CA"	"United States"	238.592	236.455	238.781	240.241	236.890	236.890	62.500	56.875	-36.130
"ACHV"	"None"	16.000	09/30/2022	2.870	5.310	8.610	0.500	28.300	206.000	9.650	0.000	-15.100	-99.580	1.620	0.000	-9999999999.990	"SEATTLE"	"WA"	"United States"	9.694	9.648	9.459	9.468	9.452	7.391	6.132	4.284	-38.280
"ACI"	"None"	290000.000	09/10/2022	20.760	23.400	28.527	0.500	68.100	3010.000	313.673	1844.700	500.000	-135.150	28.750	-1726.100	46.200	"BOISE"	"ID"	"United States"	531.900	526.600	482.200	466.000	465.700	465.250	468.200	468.700	-1.720
